2018-10-09 19:56:12,"b'@AshaRangappa_ CNN contributor and anti Trump crazy. Gee, I just don\xe2\x80\x99t get the connection. Really! That\xe2\x80\x99s why @CNN\xe2\x80\xa6 https://t.co/ZRDVc4QmDF'"
2018-10-09 19:55:17,"b""#realDonaldTrump Regime CORRUPTION: Mentally Retarded son Eric caught stealing Rock the Vote's registration deadlin\xe2\x80\xa6 https://t.co/hibc5iF7vh"""
2018-10-09 19:47:21,b'Brussels is great!  Tweet this @POTUS #realDonaldTrump #nohellhole #MakeBelgiumGreatAgain'
2018-10-09 19:46:49,b'Brussel is great #MakeBelgiumGreatAgain #nohelhol #popus #realDonaldTrump #Belgium'
2018-10-09 19:45:22,"b""#President #Trump I believe in #AmericaFirst made #Investments #Successful but didn't get even #Pence! Please give\xe2\x80\xa6 https://t.co/QfMMbW8I2U"""
2018-10-09 19:43:42,b'Brussels is great! #POTUS #realDonaldTrump #NoHellHole #MakeBelgiumGreatAgain'
2018-10-09 19:43:28,b'Brussels is great #POTUS #realDonaldTrump'
2018-10-09 19:27:41,b'Strange how #dimDonny hasn\xe2\x80\x99t spoken out about the MOST people to be hired and quit during first half of presidency.\xe2\x80\xa6 https://t.co/5Pwss8fRFh'
2018-10-09 19:26:41,b'Brussels is GREAT!  @POTUS #NoHellhole #realDonaldTrump #Belgium #MakeBelgiumGreatAgain'
2018-10-09 19:25:50,b'RT @Jorre52854758: Brussel is great! #ponuts #realDonaldTrump @makebelgiumgreatagain'
2018-10-09 19:16:47,b'Brussels is great! #NoHellhole #MakeBelgiumGreatAgain @POTUS #realDonaldTrump'
2018-10-09 19:16:39,b'BRUSSELS IS GREAT! \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb #POTUS #MakeBelgiumGreatAgain #vtm #realDonaldTrump #NoHellhole'
2018-10-09 19:14:21,b'@thehill Like they did in #Charlottesville and #realDonaldTrump called them fine people?'
2018-10-09 19:13:26,b'Brussels is great #potus #realDonaldTrump #MakeBelgiumGreatAgain'
2018-10-09 19:11:17,b'Brussels is great!! @POTUS #realDonaldTrump #nohellhole #MakeBelgiumGreatAgain'
2018-10-09 19:09:49,b'Brussel is great! #ponuts #realDonaldTrump @makebelgiumgreatagain'
2018-10-09 19:09:32,b'RT @MarimanRobbe: Brusselsgreatagain    #MakeBelgiumGreatAgain  #realDonaldTrump'
2018-10-09 19:09:31,"b'RT @Joy_2020: So #realdonaldTrump PR is training the Senators and their wives on #victimhood, now. \n\nRand Paul\xe2\x80\x99s Wife Says She Keeps Loaded\xe2\x80\xa6'"
2018-10-09 19:09:04,b'Brusselsgreatagain    #MakeBelgiumGreatAgain  #realDonaldTrump'
2018-10-09 19:08:01,b'Surfing with Soba Recovery Center 24 HR Helpline 866 447 5298 https://t.co/U2i3BsJq2Q #oceans #surfing #sober\xe2\x80\xa6 https://t.co/Fb8oDtVIQH'
2018-10-09 19:00:25,b'RT @desselle0010: WINNING!! MAGA #realDonaldTrump'
2018-10-09 18:51:37,b'@di_plora @bgail120815 SAYS THE MAKE BELIEVE WAR VET FAKE LYING SCUM  #Blumenthal #realDonaldTrump #MAGA https://t.co/5w3Ugp0BYA'
2018-10-09 18:50:43,b'@EricTrump I agree everyone should register to vote and then vote.  When people don\xe2\x80\x99t vote is how our country ends\xe2\x80\xa6 https://t.co/zPAI8pJazK'
2018-10-09 18:40:20,"b'So #realdonaldTrump PR is training the Senators and their wives on #victimhood, now. \n\nRand Paul\xe2\x80\x99s Wife Says She Ke\xe2\x80\xa6 https://t.co/FPY6rrltsc'"
2018-10-09 18:30:53,"b""Skripal attack: Second Salisbury suspect 'decorated' by Putin #PutinsPuppet #realDonaldTrump must be happy with his\xe2\x80\xa6 https://t.co/XJSfoktAlZ"""
2018-10-09 18:27:00,b'RT @JohnGrahamart: @realDonaldTrump order in the court - #Kavanaugh #FordKavanaugh  #KavanaughConfirmed #FordHearing  #KavanaughHearings #t\xe2\x80\xa6'
2018-10-09 18:24:36,b'RT @SteveMo42261978: #realDonaldTrump \nThe United States has lost a lot of ground \nNot looking so great. https://t.co/3eXWLbCrIn'
2018-10-09 18:23:36,b'Disgusting behavior. \n#realDonaldTrump https://t.co/OHKvbOBudz'
2018-10-09 18:23:06,b'HILARIOUS \n#realDonaldTrump https://t.co/IX2MFNGpPb'
2018-10-09 18:21:51,b'#realDonaldTrump \nThe United States has lost a lot of ground \nNot looking so great. https://t.co/3eXWLbCrIn'
2018-10-09 18:18:12,"b'RT @john_mahlman: @MariaBartiromo @MorningsMaria @FoxBusiness I do believe Mr. President, after seeing Justice Ginsburg, you will soon have\xe2\x80\xa6'"
2018-10-09 18:16:51,b'RT @rafshmatko: #Shmatko about #RealDonaldTrump  - This is a huge power that our time and our planet need now #Trump #AlwaysTrump https://t\xe2\x80\xa6'
2018-10-09 18:11:47,b'RT @rafshmatko: #Shmatko about #RealDonaldTrump  - This is a huge power that our time and our planet need now #Trump #AlwaysTrump https://t\xe2\x80\xa6'
2018-10-09 18:08:14,b'RT @reincorpwelfare: Oh they absolutely have clout; they managed to put #realDonaldTrump #TraitorTrump in our @WhiteHouse\nhttps://t.co/8iQA\xe2\x80\xa6'
2018-10-09 18:08:14,b'RT @Caplea44: #realdonaldtrump @realdonaldtrump LIES ALL THE TIME...!! https://t.co/8FbQG55UL3'
2018-10-09 18:04:14,"b'Definitely a tough one, but here is my crack at it: @senatemajldr The Mastermind 2. #realDonaldTrump The Puppet/Con\xe2\x80\xa6 https://t.co/IPqbQAAL53'"
2018-10-09 17:58:32,b'#realDonaldTrump when will we have a rally in South Florida can\xe2\x80\x99t wait!\nI feel you are needed here !'
2018-10-09 17:56:24,"b""Trade War.  #45 has cost Ford 1 billion dollars, so far. I am not sure what GM's numbers are, but I am sure it is s\xe2\x80\xa6 https://t.co/MHSdC71e8D"""
2018-10-09 17:47:08,b'@PresidentPerine Hallelujah and Amen... and a child shall lead them. #realDonaldTrump #PresidentTrump take head and\xe2\x80\xa6 https://t.co/7uK43nKqZ5'
2018-10-09 17:46:51,"b""#QAnon2018 #QAnons #realDonaldTrump Heading to the Iowa Rally. VIP's Raising free thinking Patriots in the heartlan\xe2\x80\xa6 https://t.co/ee8lcgXt7g"""
2018-10-09 17:37:44,b'RT @harpreetalld: IT Jobs are already MOVING to Canada. \n#hr392 must pass to stop migration. Many Companies are EXPANDING and OPENING new O\xe2\x80\xa6'
2018-10-09 17:29:59,b'RT @KusiolekR: Where is the nexus for FEMDEM plans to overthrow #realdonaldTrump and Judge #Kavanaugh to seek publicity and Democrat monies\xe2\x80\xa6'
2018-10-09 17:29:48,b'RT @Caplea44: #realdonaldtrump @realdonaldtrump LIES ALL THE TIME...!! https://t.co/8FbQG55UL3'
2018-10-09 17:29:27,b'Laughing my ass off.  This is priceless.  \n#realDonaldTrump https://t.co/q2Qe6N14Qv'
2018-10-09 17:27:59,b'Fuck you #realDonaldTrump https://t.co/33hXs0roRv'
2018-10-09 17:26:00,b'Oh they absolutely have clout; they managed to put #realDonaldTrump #TraitorTrump in our @WhiteHouse\nhttps://t.co/8iQANmUy32'
2018-10-09 17:24:32,b'Even a Cold War is unlikely to thwart the realization of the China Dream \nhttps://t.co/p557URkQPb #USChina #MAGA\xe2\x80\xa6 https://t.co/M3R6IAuaGD'
2018-10-09 17:22:42,b'#realdonaldtrump @realdonaldtrump LIES ALL THE TIME...!! https://t.co/8FbQG55UL3'
2018-10-09 17:19:10,"b'RT @shivamnikhiloza: Nikki Haley, I respect you. You\xe2\x80\x99re one smart cookie. I hope this tweet reaches you in the midst of all the media chaos\xe2\x80\xa6'"
2018-10-09 17:18:54,b'Donald Trump vs. Barack Obama | RAP BATTLE! https://t.co/El6VNdgbGB   #potus #POTUS45 #potus44 #BarackObama #DonaldTrump #realDonaldTrump'
2018-10-09 17:18:49,"b'Nikki Haley, I respect you. You\xe2\x80\x99re one smart cookie. I hope this tweet reaches you in the midst of all the media ch\xe2\x80\xa6 https://t.co/TFx8vYBe65'"
2018-10-09 17:16:19,b'#Resistance #FBRParty #BlueWave \nHey look! #realDonaldTrump really has the top numbers since Truman was in office!\xe2\x80\xa6 https://t.co/E69v1kAaU5'
2018-10-09 17:06:52,b'RT @Mohamudaden48: #realDonaldTrump It is amazing that the president of US ..not Rundheera Republic detesting publicly the right decision t\xe2\x80\xa6'
2018-10-09 17:06:52,b'RT @at0ber: #realDonaldTrump @POTUS @WhiteHouse it is time to see your tax returns - definitely something odd going on with trump financial\xe2\x80\xa6'
2018-10-09 17:03:52,"b'@MariaBartiromo @MorningsMaria @FoxBusiness I do believe Mr. President, after seeing Justice Ginsburg, you will soo\xe2\x80\xa6 https://t.co/NKsHN99GNE'"
2018-10-09 16:58:13,"b""#realDonaldTrump Mr. President you have been deprived of your presidency long enough it's time to take charge of yo\xe2\x80\xa6 https://t.co/QaFKgGO3az"""
2018-10-09 16:52:35,b'Dire Climate Warning Lands With a Thud on Trump\xe2\x80\x99s Desk https://t.co/Tzo4bXJAZ5 @realDonaldTrump #IdiotInChief #Trump #realDonaldTrump'
2018-10-09 16:48:25,b'#realDonaldTrump It is amazing that the president of US ..not Rundheera Republic detesting publicly the right decis\xe2\x80\xa6 https://t.co/FWNMLFFspi'
2018-10-09 16:20:53,b'#realDonaldTrump @POTUS @WhiteHouse it is time to see your tax returns - definitely something odd going on with tru\xe2\x80\xa6 https://t.co/fwfd6bKV0V'
2018-10-09 16:13:49,"b'RT @SallySallywest: Michael Moore confirms Democrats will lose big in midterms, literally calls President Trump the smartest President of a\xe2\x80\xa6'"
2018-10-09 16:09:27,b'It was on this day 2 years ago that GEOTUS dropped the best impulse line of all time in a debate. \xe2\x80\x9cBecause you\xe2\x80\x99d be\xe2\x80\xa6 https://t.co/NgaXTuDlav'
2018-10-09 16:08:00,b'Did Hope Hicks offer Nikki Haley her own show? #NikkiHaley #realDonaldTrump #FoxNews'
2018-10-09 16:06:38,"b'Michael Moore confirms Democrats will lose big in midterms, literally calls President Trump the smartest President\xe2\x80\xa6 https://t.co/NIUyI1F9Cd'"
2018-10-09 16:05:39,"b'RT @AHamAtHrt: Trump lied again during the resignation conference for Nikki Haley. He said U.S. Steel is opening ""8 new steel mills"".  In A\xe2\x80\xa6'"
2018-10-09 16:05:38,b'RT @frank_korous: The stock market is at its highest ever!  Unemployment the lowest in 3 years. America is great again. Thanks #realDonaldT\xe2\x80\xa6'
2018-10-09 15:58:40,b'ICE AGENTS to be at random election sites this November. \n#realDonaldTrump #FoxNews #Hannity #tucker #FoxNews\xe2\x80\xa6 https://t.co/EL1CfMEG6A'
2018-10-09 15:52:08,b'@nikkihaley ran to the restroom after her #pressconference with #realDonaldTrump to wash the tip of her nose after\xe2\x80\xa6 https://t.co/TS5aSRB1HE'
2018-10-09 15:46:33,b'A wonderful Word to ALL those fighting the horrible corruptors that have been bleeding us and the world for persona\xe2\x80\xa6 https://t.co/7Pv1p9gjs3'
2018-10-09 15:43:26,"b'Sessions will be fired soon and Lindsey Graham will be appt\xe2\x80\x99d AG, and she will be apptd US Sen from SC!\xe2\x80\xa6 https://t.co/vW9v43ZbqM'"
2018-10-09 15:42:46,b'#POTUS\n#realDonaldTrump\n#MAGA\n#WWG1WGA\n#Q\n#Qanon8chan\n#WhoisQanon\n#QAnon\n#8chan\n#endthefedreserve\xe2\x80\xa6 https://t.co/5P69vqNd0D'
2018-10-09 15:42:46,b'#POTUS\n#realDonaldTrump\n#MAGA\n#WWG1WGA\n#Q\n#Qanon8chan\n#WhoisQanon\n#QAnon\n#8chan\n#endthefedreserve\xe2\x80\xa6 https://t.co/JrBrNdKO4U'
2018-10-09 15:41:50,b'#POTUS\n#realDonaldTrump\n#MAGA\n#WWG1WGA\n#Q\n#Qanon8chan\n#WhoisQanon\n#QAnon\n#8chan\n#endthefedreserve\xe2\x80\xa6 https://t.co/2GNaBBP8dI'
2018-10-09 15:41:49,b'#POTUS\n#realDonaldTrump\n#MAGA\n#WWG1WGA\n#Q\n#Qanon8chan\n#WhoisQanon\n#QAnon\n#8chan\n#endthefedreserve\xe2\x80\xa6 https://t.co/iU34PpjHO3'
2018-10-09 15:38:14,b'Repost the_deplorable_emma\nby media.repost:\n#trump #DonaldTrump #realDonaldTrump @realDonaldTrump #MAGA whitehouse\xe2\x80\xa6 https://t.co/mhy61EnSjT'
2018-10-09 15:36:22,b'Lost quite a few too! #realDonaldTrump #Jack https://t.co/yUQry5dvFB'
2018-10-09 15:34:45,"b'Trump lied again during the resignation conference for Nikki Haley. He said U.S. Steel is opening ""8 new steel mill\xe2\x80\xa6 https://t.co/ZFmOvzeghY'"
2018-10-09 15:33:15,b'RT @tterrell356: This has to STOP. Now #MAGA #POTUS #realDonaldTrump #Patriots #PatriotsUnited  #QAnon #KAG. Ty. @PamelaGeller https://t.co\xe2\x80\xa6'
2018-10-09 15:21:27,b'RT @AJWeberman: @ABC #RahmEmanuel has given up on #Chicago and blame the #African-Americans lack of moral character for the mess. #realDona\xe2\x80\xa6'
2018-10-09 15:19:03,b'RT @tterrell356: This has to STOP. Now #MAGA #POTUS #realDonaldTrump #Patriots #PatriotsUnited  #QAnon #KAG. Ty. @PamelaGeller https://t.co\xe2\x80\xa6'
2018-10-09 15:17:57,b'RT @tterrell356: This has to STOP. Now #MAGA #POTUS #realDonaldTrump #Patriots #PatriotsUnited  #QAnon #KAG. Ty. @PamelaGeller https://t.co\xe2\x80\xa6'
2018-10-09 15:16:03,b'The stock market is at its highest ever!  Unemployment the lowest in 3 years. America is great again. Thanks\xe2\x80\xa6 https://t.co/ro30phhiql'
2018-10-09 15:15:30,b'This has to STOP. Now #MAGA #POTUS #realDonaldTrump #Patriots #PatriotsUnited  #QAnon #KAG. Ty. @PamelaGeller https://t.co/v0SEvDRuTo'
2018-10-09 15:12:33,b'RT @4Jeopardy: What is I am hoping I never have to sit near this man ever again? #realDonaldTrump https://t.co/TxPYeUfr2P'
2018-10-09 15:11:48,"b""@nikkihaley But leaving in the dead middle of @realDonaldTrump 's term can't be good for America overall right? #realDonaldTrump #NikkiHaley"""
2018-10-09 15:10:08,b'OMG! I love this!! See this is how You know Canadian (sorry Canada) ain\xe2\x80\x99t #Texas Real Texans agree with Sony! \xf0\x9f\xa4\xa0\xe2\x80\xa6 https://t.co/Gbre2HUVyc'
2018-10-09 15:09:37,b'#realDonaldTrump theme song.\nDenis Leary - Asshole (Uncensored Version) https://t.co/5UtroVKp9H via @YouTube'
2018-10-09 15:06:44,b'What is I am hoping I never have to sit near this man ever again? #realDonaldTrump https://t.co/TxPYeUfr2P'
2018-10-09 15:04:23,"b'RT @Lal68tiger: #Realdonaldtrump.Stop characterizing Democrats as an ""angry mob"".  The angry mobs we see are your campaign rallies where yo\xe2\x80\xa6'"
2018-10-09 15:04:23,"b'RT @choisser: IF POLITICIANS ALLOWED OUR POLICE AND ICE TO DO THEIR JOB, AMERICA WOULD BE A MUCH SAFER COUNTRY! #MAGA #realDonaldTrump'"
